Source,File,Class,ID,FieldID,Type,Altitude,SensorToken,TreeKey,VRI,GlobalPF50,CorePF50,PGF50,CPC90
L1,060/0_3171_3_4_060_1.las,0,3171,3,4,60,1,3|3171|4,11.0278505717679,0.9174364896073904,0.9048780487804878,1.0,0.8847488221383653
L1,060/0_0665_1_2_060_1.las,0,0665,1,2,60,1,1|0665|2,75.39347717992088,0.958941605839416,0.8495238095238096,1.0,0.8543410405613069
L1,060/0_0668_1_2_060_1.las,0,0668,1,2,60,1,1|0668|2,46.30509771959598,0.951645399597045,0.7974683544303798,1.0,0.8514259481127345
L1,060/0_4208_4_4_060_1.las,0,4208,4,4,60,1,4|4208|4,16.777462228533206,0.9027777777777778,0.6373626373626373,,
L1,060/0_3311_3_4_060_1.las,0,3311,3,4,60,1,3|3311|4,238.188153189056,0.9846596356663472,1.0,1.0,0.859954372368447
L1,060/0_3207_3_4_060_1.las,0,3207,3,4,60,1,3|3207|4,5.712503653528242,0.8028345143809921,0.671280276816609,0.92,0.9163185839503364
L1,060/0_0675_1_2_060_1.las,0,0675,1,2,60,1,1|0675|2,68.41195344758813,0.9856972586412396,1.0,1.0,0.9652064121632044
L1,060/0_4114_4_4_060_1.las,0,4114,4,4,60,1,4|4114|4,25.5992226645638,0.930379746835443,0.7443609022556391,1.0,0.8258406843617765
L1,060/0_2511_2_4_060_1.las,0,2511,2,4,60,1,2|2511|4,3.665988561243079,0.772607306570357,0.6203917050691244,1.0,0.908735540853484
L1,060/0_3316_3_4_060_1.las,0,3316,3,4,60,1,3|3316|4,38.03472168110379,0.9478672985781992,0.8093922651933702,1.0,0.7373312896030502
L1,060/0_3333_3_4_060_1.las,0,3333,3,4,60,1,3|3333|4,45.5284419251311,0.916749256689792,0.6412037037037037,1.0,0.8324846108536089
L1,060/0_3360_3_4_060_1.las,0,3360,3,4,60,1,3|3360|4,456.7484268683687,0.980072463768116,0.90990990990991,1.0,
L1,060/0_3152_3_4_060_1.las,0,3152,3,4,60,1,3|3152|4,76.03583263067964,0.9871382636655948,0.9685230024213076,1.0,0.9210600750947332
L1,060/0_3353_3_4_060_1.las,0,3353,3,4,60,1,3|3353|4,22.96340280891562,0.9358251057827928,0.813953488372093,1.0,0.9284950305648974
L1,060/0_3362_3_4_060_1.las,0,3362,3,4,60,1,3|3362|4,25.10824349852652,0.9603004291845494,0.9465648854961832,1.0,0.8567948751097336
L1,060/0_3314_3_4_060_1.las,0,3314,3,4,60,1,3|3314|4,14.05171515510879,0.8915574963609898,0.5888888888888889,1.0,0.8622190674126569
L1,060/0_3302_3_4_060_1.las,0,3302,3,4,60,1,3|3302|4,15.16997609720774,0.9205944798301486,0.8553719008264463,1.0,0.9676657574260612
L1,060/0_3317_3_4_060_1.las,0,3317,3,4,60,1,3|3317|4,45.917522349467205,0.945612762871646,0.7612903225806451,1.0,0.8868106127526074
L1,060/1_0128_1_2_060_1.las,1,0128,1,2,60,1,1|0128|2,4.453795990064677,0.7982245681381958,0.4331983805668016,0.9583333333333334,0.9773867717300908
L1,060/1_0132_1_2_060_1.las,1,0132,1,2,60,1,1|0132|2,9.104726666110205,0.8617760617760618,0.6114769520225776,1.0,0.9732212846237852
L1,060/0_3268_3_4_060_1.las,0,3268,3,4,60,1,3|3268|4,6.438450239219986,0.8547471620227038,0.7472406181015453,1.0,0.8845876048038137
L1,060/0_2604_2_4_060_1.las,0,2604,2,4,60,1,2|2604|4,6.94507315811908,0.8527488855869242,0.7086053412462908,1.0,0.8683875328620414
L1,060/0_3331_3_4_060_1.las,0,3331,3,4,60,1,3|3331|4,9.44501346835733,0.8982533961741059,0.8867403314917127,1.0,0.9172796106097914
L1,060/1_0138_1_2_060_1.las,1,0138,1,2,60,1,1|0138|2,6.579768589180246,0.782525101474044,0.4125603864734299,0.96,0.9701568839266644
L1,060/1_0137_1_2_060_1.las,1,0137,1,2,60,1,1|0137|2,18.02292002695891,0.9318556944116954,0.8049242424242424,1.0,0.9776371771293682
L1,060/1_0130_1_2_060_1.las,1,0130,1,2,60,1,1|0130|2,16.464594442589657,0.890738369611609,0.666030534351145,1.0,0.9599896043061488
L1,060/0_0659_1_2_060_1.las,0,0659,1,2,60,1,1|0659|2,64.81840892295466,0.9552785923753666,0.8181818181818182,1.0,0.8278368927473152
L1,060/1_0150_1_2_060_1.las,1,0150,1,2,60,1,1|0150|2,3.2259517078882745,0.7456999782277378,0.5430784123910939,1.0,0.8954156162700326
L1,060/1_0144_1_2_060_1.las,1,0144,1,2,60,1,1|0144|2,3.2348535485366585,0.7400946185688941,0.3305415968732552,0.96,0.8314238835056896
L1,060/1_0147_1_2_060_1.las,1,0147,1,2,60,1,1|0147|2,11.68678238777092,0.847220059180813,0.6332607116920842,1.0,0.859503496179223
L1,060/1_0134_1_2_060_1.las,1,0134,1,2,60,1,1|0134|2,4.844785531738602,0.671573137074517,0.4127764127764127,1.0,0.9782260869493438
L1,060/1_0129_1_2_060_1.las,1,0129,1,2,60,1,1|0129|2,4.603020351187976,0.7288135593220338,0.3665214685749844,0.9583333333333334,0.9772513241302409
L1,060/1_0135_1_2_060_1.las,1,0135,1,2,60,1,1|0135|2,2.792059814211426,0.6816613969531474,0.3703241895261845,1.0,0.9814080457782616
L1,060/1_0151_1_2_060_1.las,1,0151,1,2,60,1,1|0151|2,4.416060190606691,0.7657550535077289,0.4645476772616136,1.0,0.8855118058946856
L1,060/1_0131_1_2_060_1.las,1,0131,1,2,60,1,1|0131|2,4.525024532269086,0.7713259503142772,0.447887323943662,0.96,0.9775687086602324
L1,060/1_0136_1_2_060_1.las,1,0136,1,2,60,1,1|0136|2,6.449146063068626,0.8187465740909922,0.5366317792578497,1.0,0.9689720648924612
L1,060/1_0145_1_2_060_1.las,1,0145,1,2,60,1,1|0145|2,12.870890866910775,0.8920454545454546,0.719281663516068,1.0,0.8614947697372344
L1,060/1_0143_1_2_060_1.las,1,0143,1,2,60,1,1|0143|2,4.653995496811039,0.7846069669888747,0.5203552923760177,1.0,0.8685048389302066
L1,060/1_0158_1_2_060_1.las,1,0158,1,2,60,1,1|0158|2,3.374278761335006,0.7453292496171516,0.4077555816686251,0.96,0.9133687743661372
L1,060/1_0152_1_2_060_1.las,1,0152,1,2,60,1,1|0152|2,2.3787993496784448,0.6667166416791604,0.477389811104751,0.9583333333333334,0.8880763818842955
L1,060/1_0159_1_2_060_1.las,1,0159,1,2,60,1,1|0159|2,4.11591076647584,0.7647647647647647,0.3213751868460389,0.96,0.8100783719486719
L1,060/1_0139_1_2_060_1.las,1,0139,1,2,60,1,1|0139|2,3.610045422414219,0.7466784765279008,0.4763757643135075,1.0,0.968606246668378
L1,060/1_0149_1_2_060_1.las,1,0149,1,2,60,1,1|0149|2,4.962990966115793,0.790326110746334,0.5862646566164154,1.0,0.9054207344932436
L1,060/1_0167_1_2_060_1.las,1,0167,1,2,60,1,1|0167|2,4.006306421603919,0.7714511664689601,0.4644223412394797,0.92,0.9507668268626216
L1,060/0_2510_2_4_060_1.las,0,2510,2,4,60,1,2|2510|4,9.380964146241698,0.9014955134596212,0.8315789473684211,1.0,0.9238439923214344
L1,060/1_0156_1_2_060_1.las,1,0156,1,2,60,1,1|0156|2,7.703212744295609,0.8093651058156974,0.5598159509202454,1.0,0.9291927005249678
L1,060/1_0162_1_2_060_1.las,1,0162,1,2,60,1,1|0162|2,6.858886967587753,0.8614785992217899,0.532448377581121,1.0,0.9628966842096612
L1,060/1_0153_1_2_060_1.las,1,0153,1,2,60,1,1|0153|2,17.89719929311952,0.8628076572470373,0.6891766882516188,1.0,0.9156396666052962
L1,060/1_0230_1_2_060_1.las,1,0230,1,2,60,1,1|0230|2,5.164130023735601,0.8262611975483263,0.6522961574507966,1.0,0.9684349758060232
L1,060/1_0163_1_2_060_1.las,1,0163,1,2,60,1,1|0163|2,5.342578569485368,0.8044622712459263,0.4289970208540218,1.0,0.9035544147493278
L1,060/1_0160_1_2_060_1.las,1,0160,1,2,60,1,1|0160|2,7.366094051820334,0.8635721493440969,0.7139152981849611,1.0,0.9482545075347948
L1,060/1_0164_1_2_060_1.las,1,0164,1,2,60,1,1|0164|2,2.2754145112245228,0.6729179910998093,0.4275274056029232,1.0,0.9023817164666216
L1,060/1_0157_1_2_060_1.las,1,0157,1,2,60,1,1|0157|2,3.687272222880291,0.7660179002699247,0.5157824042981867,1.0,0.8719374168831184
L1,060/1_0242_1_2_060_1.las,1,0242,1,2,60,1,1|0242|2,17.60354806373065,0.9425025329280649,0.8957617411225659,1.0,0.9597893666857744
L1,060/1_0246_1_2_060_1.las,1,0246,1,2,60,1,1|0246|2,14.65687020748407,0.8661896243291592,0.4705882352941176,1.0,0.8476967703988886
